,productId,title,userId,profileName,score,text,Time,ip,time,Annotation,Actual_True,Outcome,res
10,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",A2E3JQ1UUI1KP4,"Dominique S. Walston ""College Student""",4,i love this car charger! i like how it lights up blue that way you know its on and working! i also love the fact that it works even when the car is turned off. how cool is that?,27-07-2007 00:00,213.200.32.0/19,1185494400,0,0,TN,0.06444444444444439
11,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",A32FBPAE7GYUKX,Vic,4,"This charger works great on my Motorola RAZR V3M, but I'd just like to point out that this is NOT as pictured. The M on the front of the cigarette lighter jack does not light up blue, but rather there is a blue LED beneath the M. This is obviously, as another reviewer stated, a knock off of the original. I'd purchase this again however, as it's $3 instead of the $8 for the one with the light-up M.",17-06-2007 00:00,213.227.192.0/18,1182038400,0,0,TN,0.06444444444444439
12,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",A2FDB01MYS1FAC,RJ,4,"I haven't tried this yet. But it looks good .. came in a cheap packing, maybe because its a OEM and also the fact that how much can you expect for $2. The shipping and handling were more costly than the actual item. Anyway as one of the review said, it is not different from what is shown on the website and I assume it will also work without any problem ..",09-06-2007 00:00,213.231.0.0/18,1181347200,0,0,TN,0.06444444444444439
13,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",AABHTG8RPRRC2,"McBeal ""Alison""",5,highly recommended!! It arrived fast and is excellent quality. Works like a gem!,07-06-2007 00:00,213.238.0.0/19,1181174400,0,0,TN,0.1355555555555556
14,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",AAWV788Q5CCW1,Kindra Rhodes,5,This product is very helpful considering that the Razr is ALWAYS DYING!!! I highly recommend.,26-05-2007 00:00,213.255.231.128/26,1180137600,0,0,TN,0.1355555555555556
15,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",A28YVZ9YGU9VDG,Raymond E. Bachelor,5,This product is very helpful considering that the Razr is ALWAYS DYING!!! I highly recommend.,25-05-2007 00:00,217.9.0.0/20,1180051200,0,0,TN,0.1355555555555556
16,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",A1EEFO164P48XJ,AR Packer,5,This product is very helpful considering that the Razr is ALWAYS DYING!!! I highly recommend.,28-03-2007 00:00,217.12.192.0/21,1175040000,0,0,TN,0.1355555555555556
17,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",AAWV788Q5CCW1,Kindra Rhodes,5,"It is the same product as the $30 chargers you get from Cingular, Verison, etc... It works great!",17-03-2007 00:00,195.149.70.0/24,1153872000,1,1,TP,0.1355555555555556
18,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",AQKBNO5UBUTLA,beach bum,4,This product was delivered by provider on time and the quality is better the original I bought directly from my cell phone provider and way cheaper! The only down side is that the cord is short so it is difficult to talk on the phone while it's charging (unless you are hands free).,29-08-2008 00:00,217.12.210.0/23,1219968000,0,0,TN,0.06444444444444439
19,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",A1YQT31S35JL1B,S. McNair,5,product is great. works like it's supposed to. order processing and shipment speedy and efficient,26-07-2008 00:00,217.12.212.0/22,1217030400,0,1,FN,0.1355555555555556
20,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",A2X1O4ZG00B0U5,"JRod3737 ""jrod37""",1,the charger did work that is the only positive after one day the top broke off charger and the wires are exposed. I guess you get what you pay for..... low grade merchandise,24-07-2008 00:00,217.12.216.0/21,1216857600,1,1,FP,0.6644444444444444
21,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",A3IX1LYWVKEZ9T,M. Franco,5,This car charger is better than my original one purchased with my phone. It works extremely well and it fit perfectly in my AC outlet.,21-07-2008 00:00,217.20.160.0/19,1216598400,0,1,FN,0.1355555555555556
22,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",A1SWFR2LKEHVXL,"Dan the Man ""Dan the Man""",4,"Great charger, works fine. Second one I bought but this one does not light up blue like the first one, it only has a small blue LED on the front.",02-07-2008 00:00,217.24.160.0/20,1214956800,0,0,TN,0.06444444444444439
23,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",A3VS2SZS7E4EDY,P. Putnam,3,"I'm sure the product works fine, but shipping weight 3 pounds? I don't think so.",26-05-2008 00:00,217.25.192.0/20,1211760000,0,0,TN,0.26444444444444437
24,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",AAWV788Q5CCW1,Kindra Rhodes,5,This product works great. Haven't had any problems like with other car chargers I've used for the razr V3.,29-04-2008 00:00,195.149.70.0/24,1153872000,1,1,TP,0.1355555555555556
25,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",A3AKA2WNSLQPDL,"SWM ""SWM""",5,Works great. Someone has mentioned in his review that the Motorola symbol on the end of the charger should light up blue and mine does. If it is a knockoff I wouldn't know. Would definately purchase from them again.,28-04-2008 00:00,217.28.240.0/22,1209340800,0,0,FN,0.1355555555555556
26,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",AS1SNUI1HRV88,MoparCzy,4,"OEM car charger so it fits well, seems to work well too. No problems with it so far.",26-04-2008 00:00,217.28.244.0/23,1209168000,0,0,TN,0.06444444444444439
27,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",A2X4BLSTZJ3MD5,Wilson,5,"Had had this for almost a month -- works just fine.Pros:--Charges the phone--Can't beat the priceCons:--Cord is a little short, might not be great if you drive an Army truck.",11-04-2008 00:00,217.28.246.0/24,1207872000,0,1,FN,0.1355555555555556
28,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",A1UE7532O2V9XX,S. Jackson,5,I have not had any problems out of this charger and I was extremely satisified with the price.,11-04-2008 00:00,217.28.249.0/26,1207872000,0,0,FN,0.1355555555555556
29,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",A1TNINHJ6FEQA5,Gurney W. Johnson III,3,"Not quite what I had pictured or quite like the OEM one I have. But none the less, gets the job done. Quick receipt.",07-04-2008 00:00,217.28.249.64/27,1207526400,0,0,FN,0.26444444444444437
30,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",A1V5P53G0HO3MN,Paul S. Randazzo,5,Love this when you are on the run and you forget to charge your cell phone at home. Use it a couple of times so far. Well worth the money!,05-04-2008 00:00,217.28.249.96/32,1207353600,0,0,TN,0.1355555555555556
31,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",A19WGBRG9KFD86,"B. Dwibedy ""Book Maven""",5,Love this when you are on the run and you forget to charge your cell phone at home. Use it a couple of times so far. Well worth the money!,19-03-2008 00:00,217.28.249.98/31,1205884800,0,0,TN,0.1355555555555556
32,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",A19WGBRG9KFD86,"B. Dwibedy ""Book Maven""",4,Ordered 2. One worked and the other didn't. Contacted Company who sent another at once. Got it i a few days and didn't have sent the broken one back. That saved me a lot of time. will do more orders with them in the future.,06-03-2008 00:00,195.149.70.0/24,1153872000,1,1,TP,0.06444444444444439
33,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",A19WGBRG9KFD86,"B. Dwibedy ""Book Maven""",5,Love this when you are on the run and you forget to charge your cell phone at home. Use it a couple of times so far. Well worth the money!,01-03-2008 00:00,217.28.249.104/29,1204329600,0,0,TN,0.1355555555555556
34,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",A1O4DXHJKPOZIJ,Raul Guevara,5,Good product same as the one that we can buy at the store in addition the delivery was on time,26-02-2008 00:00,217.28.249.112/28,1203984000,0,0,TN,0.1355555555555556
35,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",A19WGBRG9KFD86,"B. Dwibedy ""Book Maven""",4,Woks fine and charge your phone. I guess that's the most impotant thing. I't looks cheap and I guess it is because it's cheap. When you conected the Motorola logo (big M) lights bright blue. This can be anoying and distracting for some people while drving at night. Still works and does the job.,25-02-2008 00:00,217.28.249.128/25,1203897600,0,1,FN,0.06444444444444439
36,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",A19WGBRG9KFD86,"B. Dwibedy ""Book Maven""",5,I am very satisfied with my car charger. It was well priced for the quality of the item,24-02-2008 00:00,217.28.250.0/23,1203811200,0,1,FN,0.1355555555555556
37,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",A19WGBRG9KFD86,"B. Dwibedy ""Book Maven""",5,"Bought one for each car and they work just fine. For the price, you can't beat it.",13-02-2008 00:00,217.28.252.0/22,1202860800,0,0,TN,0.1355555555555556
38,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",A2X1O4ZG00B0U5,"JRod3737 ""jrod37""",1,"I bought 2 of these and a RAZR battery from EFORCE CITY throught AMAZON assuming that Amazon would enforce some truth in advertising. Clearly all 3 products are china knockoffs according to the counterfit guide that one finds on other motorola product pages, but conveniently left off this one. I wrote eforce to compalin (dont bother calling!) and they insisted that all of their products came straight from Motorola!The chargers work fine, so for the price, I got what I paid for. The battery however (also clearly a knockoff) held less of a charge than the one it was replacing. I asked for a replacement(OEM as advertised this time Please!) and another knockoff was sent. Im disappointed in AMAZON for this. I was told to return anything I was unhappy with. Ill lose out on shipping both ways.one star because it worked, and they lied.Motorola Counterfeit Identification Guidebook: Motorola, Inc.",20-05-2007 00:00,217.30.192.0/20,1179619200,0,0,FN,0.6644444444444444
39,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",ABQ4UBIF60RV3,"The Racoon ""Racoon""",4,"The car charger I ordered and got works great with my phone, but when I got it, it didn't look like the one the seller had pictured. He said it was on OEM. The one I received just had a small blue dot that lit up. The charger does look like it would be an OEM. I read from one seller that the one with the small blue dot was the newer model but I just checked the Motorola site and the one with the all blue glowing top is still the one they show. Reading a review by another buyer on another sellers site I found he had the same problem I did. So you may get the charger that is actually pictured and you may not depending on the seller. (Charger works great the reason for the 4stars and not 5stars is the charger did not look like the one pictured. If you really want what is pictured you may want to ask the seller if it is the one pictured, if you don't care what it looks like and just want one that works good then you can just order it)",10-04-2007 00:00,217.65.240.0/20,1176163200,0,0,FN,0.06444444444444439
40,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",A3KT1QZM08LKUD,"Chino ""Chino""",4,"It's cheap, eforcity delivers quickly, however, may not actually be OEM. All of the OEM chargers I've seen (model number SYN0847) has glowing stylized ""M"" motorola logo. This item, however, does not; it only has a small blue led underneath the ""M"" that glows when it's plugged in. All of the other labeling on the charger looks authentic Motorola. Maybe a really good knockoff? Anyway, does the job just fine (see title), and, again, it beats paying $20 at cingular.",06-11-2006 00:00,217.66.96.0/20,1162771200,0,0,TN,0.06444444444444439
41,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",A2I62ZU67LSZPF,Brenda Goldberg,5,Works perfectly and definitely can't beat the price. So glad I didn't go to Verizon and pay full price. Totally not necesary.,07-06-2007 00:00,217.67.64.0/20,1181174400,0,0,FN,0.1355555555555556
42,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",A1L71IRDCE1FQI,A. Sherman,5,"geniune motorola product. works just like it should. No more problems with no-name chargers and the ""INVLD CHARGER"" message. using on a v323.",09-11-2006 00:00,217.73.80.0/20,1163030400,0,1,FN,0.1355555555555556
43,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",A2X1O4ZG00B0U5,"JRod3737 ""jrod37""",1,"This is NOT a real Motorola product, the M logo which is supposed to be illuminated from behind is not, there is a little blue LED below the logo - not even close to the real thing. Naturally I am leary of using this to charge my new MOTORIZR Z6tv (Verizon) as I don't want to toast my battery - I tried it on my old Razor phone as a guiny pig and it seemed to work (no smoke came out of it) but i won't use it on my new phone unless I have some kind of emergency and have to. Bottom line (as always) ***YOU GET WHAT YOU PAY FOR***",21-12-2007 00:00,217.76.192.0/20,1198195200,0,0,FN,0.6644444444444444
44,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",A1LDTQKFFYG5GH,J. Lord,5,"Exactly as advertised, for one-quarter the price locally. Genuine Motorola.",16-05-2007 00:00,217.77.208.0/20,1179273600,0,0,FN,0.1355555555555556
45,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",A29YNN0FFWWVWY,Robert Williams,5,This is an awesome deal! Charger works great and you can't beat the price.,14-05-2007 00:00,195.149.70.0/24,1153872000,1,1,TP,0.1355555555555556
46,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",A3E5AP715ZQEF7,"T. E. Walton ""tski_love""",4,"The charger works great and has a nice design. The cord could be a little longer, so you could use the phone more easily while it's connected to the charger.",12-05-2007 00:00,217.115.96.0/20,1178928000,0,0,TN,0.06444444444444439
47,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",ABY7GJKD0KZB,"Mohsen Shaaban ""MShaaban""",5,The charger is Motorola orignal Car Charger and it's working fine. it is really worth the price.,11-04-2007 00:00,217.117.64.0/20,1176249600,0,0,TN,0.1355555555555556
48,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",A1SILMSDX2H3KF,"R. Ommer ""Ralph""",5,"This charger works very well and is a great buy for the money. The Blue ""M"" is a nice touch. I would highly recomend.",10-03-2007 00:00,195.149.70.0/24,1153872000,1,1,TP,0.1355555555555556
49,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",A3S1MONUVU9N3A,D. Russer,5,Great device for charging all your Motorola products on the go.,10-03-2007 00:00,217.146.240.0/20,1173484800,0,0,FN,0.1355555555555556
50,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",A2CJADPP6U9ELS,W. Davis,5,Great device for charging all your Motorola products on the go.,08-03-2007 00:00,217.147.160.0/20,1173312000,0,0,TN,0.1355555555555556
51,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",A3JP61IU0IQ9MT,M. Sharma,5,I bought this charger which has proved to be true to the word-very efficient and functioning without any hitch.,18-02-2007 00:00,195.149.70.0/24,1153872000,1,0,TP,0.1355555555555556
52,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",A14760HJJC7S1M,"K. Szymanski ""keep it low""",5,Superb device for charging all your Motorola products on the go.,03-02-2007 00:00,217.175.80.0/20,1170460800,0,0,FN,0.1355555555555556
53,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",A36T12E1O4AS05,JAG III,5,"This product works great and looks good too. This is my second (for my wifes), I have had mine for almost 10 months with no problems.",22-01-2007 00:00,217.196.160.0/20,1169424000,0,0,TN,0.1355555555555556
54,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",AV67BDQR2H2EB,B. Rigsby,5,"Interesting shape and blue light that glows when this unit is plugged into the cigarette lighter. Can't believe that I've paid 5x as much for off brand car chargers in the past. Some have come apart, some have stopped working after shorting out. This Motorola charger feels like a quality piece and appears to be one that will last. Have no idea why anyone would buy an off brand when you can have legendary Motorola quality with a cool looking shape/light. Can't think of one thing that would improve this charger. The price is the best part!! Highly recommend!",15-01-2007 00:00,217.199.224.0/20,1168819200,0,0,FN,0.1355555555555556
55,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",A3I7VISOQ2GT49,Sarah C. Purdy,5,This product is just what they said it would be and was received within 3 days of ordering. I would definately order this again.,15-01-2007 00:00,5.32.176.0/21,1168819200,0,0,TN,0.1355555555555556
56,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",A8NTMSTQKA8JL,"Thomas E. Stazer ""torgotom""",4,"I was skeptical at these prices but I ordered 3 motorola accessories from bargaincell and they were all authetic Motorola pieces. Charger, car charger, case - all OEM. Delivery and communication a bit weak, but worth the wait to save $$$",11-01-2007 00:00,31.3.88.0/21,1168473600,0,0,TN,0.06444444444444439
57,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",A19WGBRG9KFD86,"B. Dwibedy ""Book Maven""",5,works amazing in my car without any problems. Lights up a bright blue when charging and actually chargers my phone up.,09-01-2007 00:00,31.7.168.0/21,1168300800,0,1,FN,0.1355555555555556
58,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",AQH3EL8N4KY3V,"Duane Schaub ""Willie""",5,The car charger that you I ordered works great. I am sorry that I did not try your web site earlyer. Thank You.,12-12-2007 00:00,195.149.70.0/24,1153872000,1,0,FP,0.1355555555555556
59,B0006J27C4,"Motorola Razr V3, V3i, V3c, Slvr L7, L6, L2 Pebl U6, V190, Mpx200, V360, V323, V325 - Ch710 OEM Original Auto Car Charger Syn0847",A288ZDQXC5USNB,Peter Smart,2,"According to the Motorola guide, the charger I received is a counterfit: It has a illuminated blue dot rather than a fully illuminated ""M"". It works OK, but should not be represented as made by Motorola.",02-12-2007 00:00,31.12.16.0/20,1196553600,0,0,TN,0.4644444444444444
